layer,x,y,reflectance,melted
17,31,12,0.7937,1
17,31,13,0.8303,1
17,31,14,0.8123,1
17,31,15,0.2311,0
17,31,16,0.1832,0
17,31,17,0.2168,0
17,31,18,0.33,0
17,31,19,0.1629,0
17,31,20,0.2712,0
17,31,21,0.2186,0
17,31,22,0.2312,0
17,31,23,0.2423,0
17,31,24,0.2599,0
17,31,25,0.8384,1
17,31,26,0.7607,1
17,31,27,0.8463,1
17,31,28,0.8397,1
17,31,29,0.7917,1
17,31,30,0.8068,1
17,31,31,0.807,1
18,0,0,0.7974,1
18,0,1,0.7563,1
18,0,2,0.7196,1
18,0,3,0.08,0
18,0,4,0.1729,0
18,0,5,0.202,0
18,0,6,0.158,0
18,0,7,0.7407,1
18,0,8,0.8035,1
18,0,9,0.866,1
18,0,10,0.8091,1
18,0,11,0.7863,1
18,0,12,0.2087,0
18,0,13,0.2002,0
18,0,14,0.187,0
18,0,15,0.1439,0
18,0,16,0.8468,1
18,0,17,0.869,1
18,0,18,0.7634,1
18,0,19,0.8322,1
18,0,20,0.8429,1
18,0,21,0.2023,0
18,0,22,0.2154,0
18,0,23,0.2404,0
18,0,24,0.7363,1
18,0,25,0.8993,1
18,0,26,0.7873,1
18,0,27,0.8561,1
18,0,28,0.8583,1
18,0,29,0.2308,0
18,0,30,0.2008,0
18,0,31,0.2077,0
18,1,0,0.7898,1
18,1,1,0.7181,1
18,1,2,0.7842,1
18,1,3,0.8192,1
18,1,4,0.2143,0
18,1,5,0.2433,0
18,1,6,0.1575,0
18,1,7,0.1603,0
18,1,8,0.7998,1
18,1,9,0.8253,1
18,1,10,0.7492,1
18,1,11,0.7479,1
18,1,12,0.8162,1
18,1,13,0.2173,0
18,1,14,0.1991,0
18,1,15,0.2442,0
18,1,16,0.6848,1
18,1,17,0.8168,1
18,1,18,0.7577,1
18,1,19,0.7907,1
18,1,20,0.8022,1
18,1,21,0.1275,0
18,1,22,0.1999,0
18,1,23,0.2109,0
18,1,24,0.1466,0
18,1,25,0.7354,1
18,1,26,0.76,1
18,1,27,0.8088,1
18,1,28,0.8595,1
18,1,29,0.7734,1
18,1,30,0.2621,0
18,1,31,0.2092,0
18,2,0,0.8493,1
18,2,1,0.8225,1
18,2,2,0.7656,1
18,2,3,0.7824,1
18,2,4,0.7863,1
18,2,5,0.1332,0
18,2,6,0.0987,0
18,2,7,0.1565,0
18,2,8,0.7711,1
18,2,9,0.8531,1
18,2,10,0.7821,1
18,2,11,0.826,1
18,2,12,0.7569,1
18,2,13,0.1968,0
18,2,14,0.2257,0
18,2,15,0.1993,0
18,2,16,0.1349,0
18,2,17,0.7898,1
18,2,18,0.8106,1
18,2,19,0.8414,1
18,2,20,0.7631,1
18,2,21,0.7569,1
18,2,22,0.2494,0
18,2,23,0.1415,0
18,2,24,0.1027,0
18,2,25,0.1733,0
18,2,26,0.847,1
18,2,27,0.8258,1
18,2,28,0.7706,1
18,2,29,0.8274,1
18,2,30,0.7732,1
18,2,31,0.2437,0
18,3,0,0.854,1
18,3,1,0.8077,1
18,3,2,0.7393,1
18,3,3,0.8216,1
18,3,4,0.1652,1
18,3,5,0.2035,0
18,3,6,0.1387,0
18,3,7,0.08,0
18,3,8,0.2613,0
18,3,9,0.775,1
18,3,10,0.79,1
18,3,11,0.8085,1
18,3,12,0.8084,1
18,3,13,0.8434,1
18,3,14,0.218,0
18,3,15,0.1655,0
18,3,16,0.2219,0
18,3,17,0.1372,0
18,3,18,0.7743,1
18,3,19,0.7508,1
18,3,20,0.755,1
18,3,21,0.7494,1
18,3,22,0.8127,1
18,3,23,0.1537,0
18,3,24,0.1957,0
18,3,25,0.1351,0
18,3,26,0.1733,0
18,3,27,0.8048,1
18,3,28,0.8367,1
18,3,29,0.8308,1
18,3,30,0.8026,1
18,3,31,0.8476,1
18,4,0,0.143,0
18,4,1,0.733,1
18,4,2,0.7594,1
18,4,3,0.8442,1
18,4,4,0.8238,1
18,4,5,0.7157,1
18,4,6,0.151,0
18,4,7,0.1786,0
18,4,8,0.2028,0
18,4,9,0.2414,0
18,4,10,0.7644,1
18,4,11,0.7349,1
18,4,12,0.785,1
18,4,13,0.8414,1
18,4,14,0.7913,1
18,4,15,0.2147,0
18,4,16,0.1596,0
18,4,17,0.1556,0
18,4,18,0.1685,0
18,4,19,0.8325,1
18,4,20,0.7486,1
18,4,21,0.8104,1
18,4,22,0.7695,1
18,4,23,0.7581,1
18,4,24,0.2286,0
18,4,25,0.1362,0
18,4,26,0.1862,0
18,4,27,0.8144,1
18,4,28,0.8008,1
18,4,29,0.7967,1
18,4,30,0.795,1
18,4,31,0.7671,1
18,5,0,0.141,0
18,5,1,0.148,0
18,5,2,0.7752,1
18,5,3,0.7608,1
18,5,4,0.8043,1
18,5,5,0.8398,1
18,5,6,0.7602,1
18,5,7,0.2229,0
18,5,8,0.2145,0
18,5,9,0.1782,0
18,5,10,0.1896,0
18,5,11,0.8025,1
18,5,12,0.7696,1
18,5,13,0.8088,1
18,5,14,0.7747,1
18,5,15,0.8212,1
18,5,16,0.232,0
18,5,17,0.1812,0
18,5,18,0.2423,0
18,5,19,0.767,1
18,5,20,0.8339,1
18,5,21,0.7921,1
18,5,22,0.8308,1
18,5,23,0.7556,1
18,5,24,0.1927,0
18,5,25,0.2099,0
18,5,26,0.2436,0
18,5,27,0.1331,0
18,5,28,0.7564,1
18,5,29,0.8138,1
18,5,30,0.8227,1
18,5,31,0.7771,1
18,6,0,0.1862,0
18,6,1,0.1314,0
18,6,2,0.2195,0
18,6,3,0.8372,1
18,6,4,0.7744,1
18,6,5,0.8365,1
18,6,6,0.7997,1
18,6,7,0.7579,1
18,6,8,0.2264,0
18,6,9,0.1106,0
18,6,10,0.1101,0
18,6,11,0.7491,1
18,6,12,0.7952,1
18,6,13,0.7588,1
18,6,14,0.8022,1
18,6,15,0.7965,1
18,6,16,0.226,0
18,6,17,0.1659,0
18,6,18,0.1789,0
18,6,19,0.1461,0
18,6,20,0.7877,1
18,6,21,0.7976,1
18,6,22,0.7773,1
18,6,23,0.8047,1
18,6,24,0.7834,1
18,6,25,0.19,0
18,6,26,0.2567,0
18,6,27,0.1969,0
18,6,28,0.159,0
18,6,29,0.7659,1
18,6,30,0.8559,1
18,6,31,0.7445,1
18,7,0,0.1637,0
18,7,1,0.1482,0
18,7,2,0.1722,0
18,7,3,0.7723,1
18,7,4,0.753,1
18,7,5,0.741,1
18,7,6,0.8377,1
18,7,7,0.7833,1
18,7,8,0.1455,0
18,7,9,0.1463,0
18,7,10,0.186,0
18,7,11,0.1426,0
18,7,12,0.7649,1
18,7,13,0.8136,1
18,7,14,0.8022,1
18,7,15,0.7582,1
18,7,16,0.7615,1
18,7,17,0.1587,0
18,7,18,0.2202,0
18,7,19,0.1704,0
18,7,20,0.2388,0
18,7,21,0.8424,1
18,7,22,0.8014,1
18,7,23,0.7466,1
18,7,24,0.8357,1
18,7,25,0.8256,1
18,7,26,0.2683,0
18,7,27,0.1439,0
18,7,28,0.1857,0
18,7,29,0.1432,0
18,7,30,0.7332,1
18,7,31,0.8158,1
18,8,0,0.132,0
18,8,1,0.1931,0
18,8,2,0.08,0
18,8,3,0.2239,0
18,8,4,0.7955,1
18,8,5,0.8131,1
18,8,6,0.8205,1
18,8,7,0.7519,1
18,8,8,0.8197,1
18,8,9,0.1462,0
18,8,10,0.1499,0
18,8,11,0.183,0
18,8,12,0.129,0
18,8,13,0.8408,1
18,8,14,0.7937,1
18,8,15,0.7671,1
18,8,16,0.749,1
18,8,17,0.8029,1
18,8,18,0.1951,0
18,8,19,0.1993,0
18,8,20,0.1905,0
18,8,21,0.2349,0
18,8,22,0.913,1
18,8,23,0.7622,1
18,8,24,0.7785,1
18,8,25,0.816,1
18,8,26,0.8423,1
18,8,27,0.08,0
18,8,28,0.1229,0
18,8,29,0.2393,0
18,8,30,0.2771,0
18,8,31,0.794,1
18,9,0,0.7776,1
18,9,1,0.1704,0
18,9,2,0.2501,0
18,9,3,0.2084,0
18,9,4,0.2454,0
18,9,5,0.7755,1
18,9,6,0.749,1
18,9,7,0.7592,1
18,9,8,0.842,1
18,9,9,0.7931,1
18,9,10,0.1584,0
18,9,11,0.1387,0
18,9,12,0.2166,0
18,9,13,0.2191,0
18,9,14,0.8106,1
18,9,15,0.756,1
18,9,16,0.7659,1
18,9,17,0.7098,1
18,9,18,0.8403,1
18,9,19,0.1158,0
18,9,20,0.1653,0
18,9,21,0.2502,0
18,9,22,0.8202,1
18,9,23,0.7843,1
18,9,24,0.8272,1
18,9,25,0.7587,1
18,9,26,0.7826,1
18,9,27,0.75,1
18,9,28,0.1883,0
18,9,29,0.2243,0
18,9,30,0.1513,0
18,9,31,0.2359,0
18,10,0,0.7639,1
18,10,1,0.8081,1
18,10,2,0.1262,0
18,10,3,0.1749,0
18,10,4,0.1419,0
18,10,5,0.1611,0
18,10,6,0.7889,1
18,10,7,0.8425,1
18,10,8,0.8608,1
18,10,9,0.7775,1
18,10,10,0.7973,1
18,10,11,0.1856,0
18,10,12,0.2781,0
18,10,13,0.1981,0
18,10,14,0.774,1
18,10,15,0.8585,1
18,10,16,0.8385,1
18,10,17,0.8341,1
18,10,18,0.8368,1
18,10,19,0.1384,0
18,10,20,0.1761,0
18,10,21,0.1898,0
18,10,22,0.1672,0
18,10,23,0.8151,1
18,10,24,0.8332,1
18,10,25,0.7151,1
18,10,26,0.8595,1
18,10,27,0.7888,1
18,10,28,0.2171,0
18,10,29,0.2072,0
18,10,30,0.2331,0
18,10,31,0.1179,0
18,11,0,0.8137,1
18,11,1,0.7763,1
18,11,2,0.8339,1
18,11,3,0.2505,0
18,11,4,0.1627,0
18,11,5,0.1514,0
18,11,6,0.7686,1
18,11,7,0.8311,1
18,11,8,0.8493,1
18,11,9,0.7491,1
18,11,10,0.7926,1
18,11,11,0.2162,0
18,11,12,0.1706,0
18,11,13,0.1515,0
18,11,14,0.2073,0
18,11,15,0.8218,1
18,11,16,0.7984,1
18,11,17,0.8329,1
18,11,18,0.8116,1
18,11,19,0.8376,1
18,11,20,0.1612,0
18,11,21,0.08,0
18,11,22,0.2112,0
18,11,23,0.2007,0
18,11,24,0.7273,1
18,11,25,0.856,1
18,11,26,0.8189,1
18,11,27,0.7232,1
18,11,28,0.841,1
18,11,29,0.2321,0
18,11,30,0.1495,0
18,11,31,0.1833,0
18,12,0,0.804,1
18,12,1,0.7926,1
18,12,2,0.8227,1
18,12,3,0.1537,0
18,12,4,0.2443,0
18,12,5,0.2195,0
18,12,6,0.2152,0
18,12,7,0.8045,1
18,12,8,0.6984,1
18,12,9,0.8798,1
18,12,10,0.7637,1
18,12,11,0.7892,1
18,12,12,0.201,0
18,12,13,0.1689,0
18,12,14,0.2033,0
18,12,15,0.157,0
18,12,16,0.8283,1
18,12,17,0.7382,1
18,12,18,0.827,1
18,12,19,0.8441,1
18,12,20,0.8212,1
18,12,21,0.2228,0
18,12,22,0.1803,0
18,12,23,0.1225,0
18,12,24,0.1894,0
18,12,25,0.7631,1
18,12,26,0.7381,1
18,12,27,0.7314,1
18,12,28,0.8284,1
18,12,29,0.7765,1
18,12,30,0.2382,0
18,12,31,0.1719,0
18,13,0,0.7681,1
18,13,1,0.8913,1
18,13,2,0.8451,1
18,13,3,0.7714,1
18,13,4,0.1809,0
18,13,5,0.1655,0
18,13,6,0.2772,0
18,13,7,0.1326,0
18,13,8,0.7873,1
18,13,9,0.7419,1
18,13,10,0.8101,1
18,13,11,0.7882,1
18,13,12,0.8125,1
18,13,13,0.2349,0
18,13,14,0.203,0
18,13,15,0.2756,0
18,13,16,0.1566,0
18,13,17,0.8325,1
18,13,18,0.8309,1
18,13,19,0.7695,1
18,13,20,0.8665,1
18,13,21,0.8318,1
18,13,22,0.2,0
18,13,23,0.2445,0
18,13,24,0.256,0
18,13,25,0.1939,0
18,13,26,0.741,1
18,13,27,0.8009,1
18,13,28,0.8209,1
18,13,29,0.8375,1
18,13,30,0.807,1
18,13,31,0.2141,0
18,14,0,0.7332,1
18,14,1,0.7647,1
18,14,2,0.7897,1
18,14,3,0.8023,1
18,14,4,0.8062,1
18,14,5,0.1744,0
18,14,6,0.1888,0
18,14,7,0.2238,0
18,14,8,0.1281,0
18,14,9,0.7972,1
18,14,10,0.8069,1
18,14,11,0.7932,1
18,14,12,0.7654,1
18,14,13,0.8327,1
18,14,14,0.1162,0
18,14,15,0.1726,0
18,14,16,0.164,0
18,14,17,0.1742,0
18,14,18,0.7966,1
18,14,19,0.7855,1
18,14,20,0.7716,1
18,14,21,0.8034,1
18,14,22,0.829,1
18,14,23,0.2227,0
18,14,24,0.2176,0
18,14,25,0.2673,0
18,14,26,0.7936,1
18,14,27,0.8142,1
18,14,28,0.8149,1
18,14,29,0.8317,1
18,14,30,0.8249,1
18,14,31,0.1873,0
18,15,0,0.1892,0
18,15,1,0.73,1
18,15,2,0.7789,1
18,15,3,0.7693,1
18,15,4,0.7432,1
18,15,5,0.8776,1
18,15,6,0.2297,0
18,15,7,0.1683,0
18,15,8,0.2566,0
18,15,9,0.7973,1
18,15,10,0.7642,1
18,15,11,0.7724,1
18,15,12,0.7958,1
18,15,13,0.7621,1
18,15,14,0.2067,0
18,15,15,0.1823,0
18,15,16,0.2529,0
18,15,17,0.1995,0
18,15,18,0.8064,1
18,15,19,0.8675,1
18,15,20,0.7679,1
18,15,21,0.826,1
18,15,22,0.8028,1
18,15,23,0.1755,0
18,15,24,0.1708,0
18,15,25,0.1992,0
18,15,26,0.1622,0
18,15,27,0.8253,1
18,15,28,0.7952,1
18,15,29,0.8194,1
18,15,30,0.7502,1
18,15,31,0.8144,1
18,16,0,0.1405,0
18,16,1,0.8795,1
18,16,2,0.7887,1
18,16,3,0.7432,1
18,16,4,0.8245,1
18,16,5,0.8358,1
18,16,6,0.1621,0
18,16,7,0.1491,0
18,16,8,0.2857,0
18,16,9,0.2003,0
18,16,10,0.8729,1
18,16,11,0.7663,1
18,16,12,0.7562,1
18,16,13,0.7939,1
18,16,14,0.8171,1
18,16,15,0.2437,0
18,16,16,0.1381,0
18,16,17,0.2209,0
18,16,18,0.2118,0
18,16,19,0.7965,1
18,16,20,0.8768,1
18,16,21,0.8289,1
18,16,22,0.7058,1
18,16,23,0.886,1
18,16,24,0.0962,0
18,16,25,0.2274,0
18,16,26,0.1731,0
18,16,27,0.2546,0
18,16,28,0.8995,1
18,16,29,0.7664,1
18,16,30,0.7906,1
18,16,31,0.7709,1
18,17,0,0.2173,0
18,17,1,0.1014,0
18,17,2,0.7978,1
18,17,3,0.7596,1
18,17,4,0.7383,1
18,17,5,0.792,1
18,17,6,0.836,1
18,17,7,0.109,0
18,17,8,0.145,0
18,17,9,0.1834,0
18,17,10,0.1976,0
18,17,11,0.853,1
18,17,12,0.8336,1
18,17,13,0.8433,1
18,17,14,0.7645,1
18,17,15,0.7397,1
18,17,16,0.1966,0
18,17,17,0.2861,0
18,17,18,0.1772,0
18,17,19,0.2069,0
18,17,20,0.7593,1
18,17,21,0.7585,1
18,17,22,0.8275,1
18,17,23,0.8082,1
18,17,24,0.7801,1
18,17,25,0.2035,0
18,17,26,0.1469,0
18,17,27,0.2204,0
18,17,28,0.1753,0
18,17,29,0.7886,1
18,17,30,0.7958,1
18,17,31,0.7458,1
18,18,0,0.2323,0
18,18,1,0.2202,0
18,18,2,0.1675,0
18,18,3,0.7917,1
18,18,4,0.8099,1
18,18,5,0.7923,1
18,18,6,0.9215,1
18,18,7,0.7711,1
18,18,8,0.2455,0
18,18,9,0.2479,0
18,18,10,0.2857,0
18,18,11,0.1983,0
18,18,12,0.8018,1
18,18,13,0.7037,1
18,18,14,0.7424,1
18,18,15,0.8026,1
18,18,16,0.7972,1
18,18,17,0.2351,0
18,18,18,0.2061,0
18,18,19,0.1999,0
18,18,20,0.1561,0
18,18,21,0.7236,1
18,18,22,0.8545,1
18,18,23,0.8421,1
18,18,24,0.8731,1
18,18,25,0.8289,1
18,18,26,0.2125,0
18,18,27,0.1909,0
18,18,28,0.2172,0
18,18,29,0.7589,1
18,18,30,0.7868,1
18,18,31,0.798,1
18,19,0,0.2304,0
18,19,1,0.2062,0
18,19,2,0.1766,0
18,19,3,0.2029,0
18,19,4,0.8172,1
18,19,5,0.7557,1
18,19,6,0.84,1
18,19,7,0.7409,1
18,19,8,0.8173,1
18,19,9,0.181,0
18,19,10,0.2031,0
18,19,11,0.2411,0
18,19,12,0.2469,0
18,19,13,0.8832,1
18,19,14,0.7835,1
18,19,15,0.8165,1
18,19,16,0.788,1
18,19,17,0.8536,1
18,19,18,0.2513,0
18,19,19,0.2002,0
18,19,20,0.2456,0
18,19,21,0.7775,1
18,19,22,0.8331,1
18,19,23,0.7506,1
18,19,24,0.7855,1
18,19,25,0.7705,1
18,19,26,0.26,0
18,19,27,0.157,0
18,19,28,0.2729,0
18,19,29,0.1156,0
18,19,30,0.8186,1
18,19,31,0.7708,1
18,20,0,0.1596,0
18,20,1,0.2029,0
18,20,2,0.2202,0
18,20,3,0.142,0
18,20,4,0.8213,1
18,20,5,0.8244,1
18,20,6,0.7881,1
18,20,7,0.7772,1
18,20,8,0.8106,1
18,20,9,0.2566,0
18,20,10,0.1864,0
18,20,11,0.224,0
18,20,12,0.261,0
18,20,13,0.8494,1
18,20,14,0.7271,1
18,20,15,0.7661,1
18,20,16,0.7922,1
18,20,17,0.802,1
18,20,18,0.1311,0
18,20,19,0.1213,0
18,20,20,0.1885,0
18,20,21,0.3078,0
18,20,22,0.7881,1
18,20,23,0.7744,1
18,20,24,0.813,1
18,20,25,0.8208,1
18,20,26,0.7574,1
18,20,27,0.2279,0
18,20,28,0.1761,0
18,20,29,0.153,0
18,20,30,0.1638,0
18,20,31,0.8429,1
18,21,0,0.8338,1
18,21,1,0.1329,0
18,21,2,0.2105,0
18,21,3,0.2289,0
18,21,4,0.1685,0
18,21,5,0.7134,1
18,21,6,0.7775,1
18,21,7,0.8099,1
18,21,8,0.7734,1
18,21,9,0.8386,1
18,21,10,0.2159,0
18,21,11,0.1987,0
18,21,12,0.1117,0
18,21,13,0.215,0
18,21,14,0.8431,1
18,21,15,0.7936,1
18,21,16,0.7101,1
18,21,17,0.7366,1
18,21,18,0.871,1
18,21,19,0.1685,0
18,21,20,0.2032,0
18,21,21,0.1439,0
18,21,22,0.08,0
18,21,23,0.7989,1
18,21,24,0.7819,1
18,21,25,0.7922,1
18,21,26,0.8319,1
18,21,27,0.847,1
18,21,28,0.2232,0
18,21,29,0.1699,0
18,21,30,0.1709,0
18,21,31,0.1578,0
18,22,0,0.7608,1
18,22,1,0.8451,1
18,22,2,0.2758,0
18,22,3,0.1712,0
18,22,4,0.2553,0
18,22,5,0.2157,0
18,22,6,0.7957,1
18,22,7,0.8684,1
18,22,8,0.7485,1
18,22,9,0.7526,1
18,22,10,0.7366,1
18,22,11,0.2161,0
18,22,12,0.2458,0
18,22,13,0.143,0
18,22,14,0.1463,0
18,22,15,0.8222,1
18,22,16,0.8226,1
18,22,17,0.8033,1
18,22,18,0.7199,1
18,22,19,0.7905,1
18,22,20,0.143,0
18,22,21,0.1282,0
18,22,22,0.2585,0
18,22,23,0.2301,0
18,22,24,0.749,1
18,22,25,0.7218,1
18,22,26,0.7877,1
18,22,27,0.7877,1
18,22,28,0.7891,1
18,22,29,0.2345,0
18,22,30,0.1734,0
18,22,31,0.1486,0
18,23,0,0.741,1
18,23,1,0.8132,1
18,23,2,0.8085,1
18,23,3,0.1863,0
18,23,4,0.1754,0
18,23,5,0.1556,0
18,23,6,0.2242,0
18,23,7,0.7661,1
18,23,8,0.8112,1
18,23,9,0.8496,1
18,23,10,0.8149,1
18,23,11,0.7807,1
18,23,12,0.1324,0
18,23,13,0.2618,0
18,23,14,0.2715,0
18,23,15,0.1651,0
18,23,16,0.7705,1
18,23,17,0.8541,1
18,23,18,0.7981,1
18,23,19,0.7444,1
18,23,20,0.8107,1
18,23,21,0.201,0
18,23,22,0.1964,0
18,23,23,0.2075,0
18,23,24,0.8168,1
18,23,25,0.7899,1
18,23,26,0.8377,1
18,23,27,0.8053,1
18,23,28,0.8308,1
18,23,29,0.1529,0
18,23,30,0.1586,0
18,23,31,0.1643,0
18,24,0,0.7908,1
18,24,1,0.8149,1
18,24,2,0.8025,1
18,24,3,0.7586,1
18,24,4,0.2596,0
18,24,5,0.1752,0
18,24,6,0.2472,0
18,24,7,0.1123,0
18,24,8,0.79,1
18,24,9,0.7973,1
18,24,10,0.7736,1
18,24,11,0.752,1
18,24,12,0.9126,1
18,24,13,0.1585,0
18,24,14,0.203,0
18,24,15,0.1964,0
18,24,16,0.7948,1
18,24,17,0.802,1
18,24,18,0.9042,1
18,24,19,0.8302,1
18,24,20,0.7813,1
18,24,21,0.2071,0
18,24,22,0.1501,0
18,24,23,0.1547,0
18,24,24,0.2248,0
18,24,25,0.8528,1
18,24,26,0.8308,1
18,24,27,0.7982,1
18,24,28,0.8075,1
18,24,29,0.7988,1
18,24,30,0.1931,0
18,24,31,0.1396,0
18,25,0,0.7639,1
18,25,1,0.7399,1
18,25,2,0.8165,1
18,25,3,0.7811,1
18,25,4,0.7704,1
18,25,5,0.08,0
18,25,6,0.2174,0
18,25,7,0.1559,0
18,25,8,0.7123,1
18,25,9,0.7634,1
18,25,10,0.8166,1
18,25,11,0.8264,1
18,25,12,0.7708,1
18,25,13,0.1653,0
18,25,14,0.1881,0
18,25,15,0.1682,0
18,25,16,0.2125,0
18,25,17,0.7871,1
18,25,18,0.816,1
18,25,19,0.7855,1
18,25,20,0.7123,1
18,25,21,0.822,1
18,25,22,0.1421,0
18,25,23,0.2098,0
18,25,24,0.1056,0
18,25,25,0.1627,0
18,25,26,0.8172,1
18,25,27,0.7996,1
18,25,28,0.8337,1
18,25,29,0.7684,1
18,25,30,0.8266,1
18,25,31,0.2374,0
18,26,0,0.8085,1
18,26,1,0.8127,1
18,26,2,0.8007,1
18,26,3,0.8225,1
18,26,4,0.7557,1
18,26,5,0.1231,0
18,26,6,0.1949,0
18,26,7,0.1492,0
18,26,8,0.1822,0
18,26,9,0.7801,1
18,26,10,0.7895,1
18,26,11,0.7466,1
18,26,12,0.8214,1
18,26,13,0.8289,1
18,26,14,0.2562,0
18,26,15,0.08,0
18,26,16,0.1402,0
18,26,17,0.2058,0
18,26,18,0.8237,1
18,26,19,0.7831,1
18,26,20,0.7363,1
18,26,21,0.8143,1
18,26,22,0.8071,1
18,26,23,0.2536,0
18,26,24,0.0931,0
18,26,25,0.2183,0
18,26,26,0.2373,0
18,26,27,0.7195,1
18,26,28,0.7886,1
18,26,29,0.8066,1
18,26,30,0.8937,1
18,26,31,0.7729,1
18,27,0,0.211,0
18,27,1,0.7385,1
18,27,2,0.7586,1
18,27,3,0.7571,1
18,27,4,0.8083,1
18,27,5,0.8141,1
18,27,6,0.1668,0
18,27,7,0.2323,0
18,27,8,0.2482,0
18,27,9,0.08,0
18,27,10,0.7826,1
18,27,11,0.7869,1
18,27,12,0.7405,1
18,27,13,0.747,1
18,27,14,0.814,1
18,27,15,0.2248,0
18,27,16,0.1528,0
18,27,17,0.1961,0
18,27,18,0.208,0
18,27,19,0.7326,1
18,27,20,0.8404,1
18,27,21,0.8632,1
18,27,22,0.8197,1
18,27,23,0.8566,1
18,27,24,0.1713,0
18,27,25,0.194,0
18,27,26,0.1678,0
18,27,27,0.7965,1
18,27,28,0.7946,1
18,27,29,0.8812,1
18,27,30,0.8177,1
18,27,31,0.8101,1
18,28,0,0.2461,0
18,28,1,0.1919,0
18,28,2,0.7746,1
18,28,3,0.837,1
18,28,4,0.7659,1
18,28,5,0.7252,1
18,28,6,0.8228,1
18,28,7,0.179,0
18,28,8,0.1123,0
18,28,9,0.1757,0
18,28,10,0.1719,0
18,28,11,0.807,1
18,28,12,0.8181,1
18,28,13,0.8104,1
18,28,14,0.6905,1
18,28,15,0.8308,1
18,28,16,0.2419,0
18,28,17,0.1787,0
18,28,18,0.2269,0
18,28,19,0.8018,1
18,28,20,0.7578,1
18,28,21,0.7984,1
18,28,22,0.8033,1
18,28,23,0.7615,1
18,28,24,0.2039,0
18,28,25,0.1575,0
18,28,26,0.1764,0
18,28,27,0.1436,0
18,28,28,0.8398,1
18,28,29,0.8919,1
18,28,30,0.8677,1
18,28,31,0.7724,1
18,29,0,0.2513,0
18,29,1,0.1647,0
18,29,2,0.1734,0
18,29,3,0.7575,1
18,29,4,0.8479,1
18,29,5,0.8455,1
18,29,6,0.8149,1
18,29,7,0.79,1
18,29,8,0.1469,0
18,29,9,0.1893,0
18,29,10,0.1862,0
18,29,11,0.8306,1
18,29,12,0.7235,1
18,29,13,0.8703,1
18,29,14,0.8482,1
18,29,15,0.7896,1
18,29,16,0.1772,0
18,29,17,0.1926,0
18,29,18,0.2188,0
18,29,19,0.2241,0
18,29,20,0.7344,1
18,29,21,0.7711,1
18,29,22,0.8246,1
18,29,23,0.7893,1
18,29,24,0.7968,1
18,29,25,0.2499,0
18,29,26,0.2083,0
18,29,27,0.3024,0
18,29,28,0.1795,0
18,29,29,0.7784,1
18,29,30,0.8153,1
18,29,31,0.8169,1
18,30,0,0.2583,0
18,30,1,0.1508,0
18,30,2,0.1944,0
18,30,3,0.7938,1
18,30,4,0.8237,1
18,30,5,0.7671,1
18,30,6,0.8073,1
18,30,7,0.8147,1
18,30,8,0.1764,0
18,30,9,0.2071,0
18,30,10,0.1876,0
18,30,11,0.2017,0
18,30,12,0.7312,1
18,30,13,0.7503,1
18,30,14,0.8492,1
18,30,15,0.7576,1
18,30,16,0.7693,1
18,30,17,0.175,0
18,30,18,0.2074,0
18,30,19,0.2368,0
18,30,20,0.1506,0
18,30,21,0.7455,1
18,30,22,0.8404,1
18,30,23,0.7231,1
18,30,24,0.8149,1
18,30,25,0.8323,1
18,30,26,0.108,0
18,30,27,0.1685,0
18,30,28,0.1537,0
18,30,29,0.2016,0
18,30,30,0.7588,1
18,30,31,0.8958,1
18,31,0,0.1022,0
18,31,1,0.176,0
18,31,2,0.2562,0
18,31,3,0.1085,0
18,31,4,0.7451,1
18,31,5,0.8454,1
18,31,6,0.8355,1
18,31,7,0.7351,1
18,31,8,0.8474,1
18,31,9,0.2663,0
18,31,10,0.1351,0
18,31,11,0.1981,0
18,31,12,0.2451,0
18,31,13,0.7535,1
18,31,14,0.8287,1
18,31,15,0.7645,1
18,31,16,0.7861,1
18,31,17,0.8297,1
18,31,18,0.1897,0
18,31,19,0.1532,0
18,31,20,0.182,0
18,31,21,0.1984,0
18,31,22,0.8132,1
18,31,23,0.8156,1
18,31,24,0.7986,1
18,31,25,0.7833,1
18,31,26,0.7884,1
18,31,27,0.2018,0
18,31,28,0.1736,0
18,31,29,0.0884,0
18,31,30,0.1611,0
18,31,31,0.7782,1
19,0,0,0.7559,1
19,0,1,0.7425,1
19,0,2,0.7931,1
19,0,3,0.7965,1
19,0,4,0.8439,1
19,0,5,0.8777,1
19,0,6,0.8207,1
19,0,7,0.7932,1
19,0,8,0.8287,1
19,0,9,0.7886,1
19,0,10,0.7637,1
19,0,11,0.7417,1
19,0,12,0.7653,1
19,0,13,0.8246,1
19,0,14,0.7828,1
19,0,15,0.8293,1
19,0,16,0.7491,1
19,0,17,0.819,1
19,0,18,0.794,1
19,0,19,0.7694,1
19,0,20,0.8281,1
19,0,21,0.8568,1
19,0,22,0.2313,0
19,0,23,0.2543,0
19,0,24,0.1982,0
19,0,25,0.1104,0
19,0,26,0.1407,0
19,0,27,0.1617,0
19,0,28,0.2494,0
19,0,29,0.0985,0
19,0,30,0.2096,0
19,0,31,0.1847,0
19,1,0,0.65,1
19,1,1,0.9138,1
19,1,2,0.7881,1
19,1,3,0.8486,1
19,1,4,0.8125,1
19,1,5,0.7403,1
19,1,6,0.8624,1
19,1,7,0.8087,1
